,token_index,PredictedEth
129,1387,44.54325196471774
130,9417,46.5966765977789
131,8630,46.5966765977789
132,9633,46.5966765977789
133,1610,44.54325196471774
134,1396,44.54325196471774
135,5330,46.5966765977789
136,1397,44.54325196471774
137,9371,44.54325196471774
138,8432,44.54325196471774
139,8954,46.5966765977789
140,1592,44.54325196471774
141,2897,44.54325196471774
142,2574,44.54325196471774
143,6842,46.5966765977789
144,8673,44.54325196471774
145,2916,44.54325196471774
146,4969,44.54325196471774
147,3413,46.5966765977789
148,1401,44.54325196471774
149,8967,107.47436178610502
151,2801,44.54325196471774
152,9241,44.54325196471774
153,7078,44.54325196471774
155,5340,46.5966765977789
156,1155,44.54325196471774
157,7798,46.5966765977789
158,7866,46.5966765977789
159,6768,46.5966765977789
160,7485,44.54325196471774
161,9863,44.54325196471774
162,4827,44.54325196471774
163,7739,44.54325196471774
164,6358,46.5966765977789
165,5591,46.5966765977789
166,9513,107.47436178610502
167,5483,44.54325196471774
170,1143,44.54325196471774
172,4636,44.54325196471774
173,7276,44.54325196471774
175,1486,44.54325196471774
176,3829,46.5966765977789
177,5534,46.5966765977789
180,6089,1764.2296746374532
181,9265,656.817602567896
182,9303,46.5966765977789
183,2147,44.54325196471774
186,1686,44.54325196471774
187,3611,44.54325196471774
188,7243,107.47436178610502
189,1492,44.54325196471774
190,2239,44.54325196471774
191,6760,44.54325196471774
192,4307,44.54325196471774
193,3653,46.5966765977789
194,5548,44.54325196471774
195,7315,44.54325196471774
196,2769,44.54325196471774
197,2232,46.5966765977789
198,7319,44.54325196471774
199,7513,44.54325196471774
200,8477,44.54325196471774
201,4305,46.5966765977789
202,6909,46.5966765977789
203,1859,46.5966765977789
204,7343,46.5966765977789
205,6594,44.54325196471774
206,6415,46.5966765977789
207,5297,44.54325196471774
208,1211,44.54325196471774
209,6222,44.54325196471774
210,5280,44.54325196471774
211,8233,44.54325196471774
212,6030,46.5966765977789
213,8692,44.54325196471774
214,9671,44.54325196471774
215,7475,46.5966765977789
216,2329,317.7356806308703
217,2766,44.54325196471774
218,4691,44.54325196471774
219,3416,44.54325196471774
220,7606,46.5966765977789
221,8832,44.54325196471774
222,4538,44.54325196471774
223,3371,46.5966765977789
224,4126,44.54325196471774
225,4840,44.54325196471774
226,9420,44.54325196471774
227,5637,46.5966765977789
228,6927,44.54325196471774
229,9235,44.54325196471774
231,2259,44.54325196471774
232,2711,656.817602567896
233,1236,44.54325196471774
234,2002,44.54325196471774
235,7442,44.54325196471774
236,4670,44.54325196471774
237,5357,44.54325196471774
238,7758,46.5966765977789
239,5795,656.817602567896
240,9661,46.5966765977789
241,9520,46.5966765977789
242,3214,46.5966765977789
243,6965,656.817602567896
246,281,44.54325196471774
247,5231,44.54325196471774
249,4055,46.5966765977789
251,6039,44.54325196471774
252,9814,46.5966765977789
253,9279,44.54325196471774
254,8695,44.54325196471774
255,4040,44.54325196471774
256,3710,44.54325196471774
258,6103,44.54325196471774
259,7595,44.54325196471774
260,8690,44.54325196471774
262,9785,44.54325196471774
263,2084,44.54325196471774
265,5007,46.5966765977789
266,3045,44.54325196471774
267,5408,44.54325196471774
268,3415,44.54325196471774
269,6446,44.54325196471774
270,8646,46.5966765977789
271,8093,44.54325196471774
272,8255,46.5966765977789
273,7329,44.54325196471774
275,6130,44.54325196471774
277,3310,44.54325196471774
278,5084,46.5966765977789
279,6483,46.5966765977789
280,3639,46.5966765977789
281,9518,44.54325196471774
282,9280,656.817602567896
283,5094,46.5966765977789
284,9102,46.5966765977789
286,1505,44.54325196471774
287,1284,44.54325196471774
288,1467,46.5966765977789
289,1466,44.54325196471774
290,1331,44.54325196471774
291,1359,44.54325196471774
292,1290,44.54325196471774
293,2722,44.54325196471774
294,1503,44.54325196471774
295,6996,44.54325196471774
296,1615,107.47436178610502
297,4889,46.5966765977789
298,5905,1764.2296746374532
300,8840,93.21989423662572
301,6629,46.5966765977789
302,4362,46.5966765977789
303,3419,44.54325196471774
304,6770,46.5966765977789
305,5593,44.54325196471774
306,3937,44.54325196471774
307,1394,44.54325196471774
308,3677,44.54325196471774
309,9921,46.5966765977789
310,741,44.54325196471774
311,3831,317.7356806308703
312,6451,46.5966765977789
313,1560,44.54325196471774
314,6029,46.5966765977789
316,8085,44.54325196471774
317,6426,107.47436178610502
318,6711,46.5966765977789
319,2867,54.552587884229276
320,3253,46.5966765977789
321,7275,44.54325196471774
322,1935,317.7356806308703
323,9203,317.7356806308703
324,1463,44.54325196471774
325,2249,317.7356806308703
326,6152,46.5966765977789
327,2338,317.7356806308703
328,510,44.54325196471774
330,9435,44.54325196471774
331,8356,46.5966765977789
333,5147,44.54325196471774
334,5802,44.54325196471774
335,9969,44.54325196471774
336,6524,44.54325196471774
337,9678,60.57434277266627
338,7629,44.54325196471774
339,6504,44.54325196471774
340,6252,44.54325196471774
341,5536,44.54325196471774
342,2694,44.54325196471774
343,9961,44.54325196471774
344,9898,46.5966765977789
345,2116,44.54325196471774
346,382,46.5966765977789
347,627,107.47436178610502
348,883,46.5966765977789
349,7736,46.5966765977789
350,3233,107.47436178610502
351,1665,44.54325196471774
352,931,46.5966765977789
353,838,46.5966765977789
354,6026,44.54325196471774
355,504,46.5966765977789
356,3100,1764.2296746374532
357,2890,1764.2296746374532
358,8958,93.21989423662572
359,7828,44.54325196471774
361,2280,44.54325196471774
362,5933,44.54325196471774
363,501,46.5966765977789
364,8183,46.5966765977789
365,8515,44.54325196471774
366,6592,46.5966765977789
367,8713,107.47436178610502
368,7807,44.54325196471774
369,2938,317.7356806308703
370,445,46.5966765977789
371,8230,46.5966765977789
372,2621,46.5966765977789
373,8524,46.5966765977789
374,5895,46.5966765977789
375,6638,46.5966765977789
376,9870,44.54325196471774
378,3624,44.54325196471774
379,4178,656.817602567896
382,1464,44.54325196471774
383,9055,44.54325196471774
384,1012,44.54325196471774
386,836,44.54325196471774
387,3121,44.54325196471774
388,5653,44.54325196471774
389,1633,44.54325196471774
390,1856,46.5966765977789
391,6696,46.5966765977789
393,5260,44.54325196471774
394,6454,46.5966765977789
395,8976,46.5966765977789
396,6780,46.5966765977789
397,3795,46.5966765977789
398,4130,46.5966765977789
399,8414,46.5966765977789
400,5713,46.5966765977789
401,6728,46.5966765977789
402,4129,46.5966765977789
403,404,46.5966765977789
404,249,46.5966765977789
405,1684,46.5966765977789
406,5988,46.5966765977789
407,8326,46.5966765977789
408,1212,46.5966765977789
409,2857,46.5966765977789
411,2526,46.5966765977789
412,1315,46.5966765977789
413,2576,44.54325196471774
414,8425,46.5966765977789
415,3665,44.54325196471774
417,9035,46.5966765977789
418,7876,46.5966765977789
420,7419,46.5966765977789
421,1565,44.54325196471774
422,9105,46.5966765977789
423,8800,46.5966765977789
424,1083,46.5966765977789
426,7938,46.5966765977789
427,1648,46.5966765977789
428,1737,44.54325196471774
429,6626,46.5966765977789
432,8417,46.5966765977789
433,9530,44.54325196471774
434,5684,46.5966765977789
435,7124,44.54325196471774
436,1963,46.5966765977789
437,9003,46.5966765977789
438,6769,46.5966765977789
439,8854,46.5966765977789
440,1641,44.54325196471774
441,1530,44.54325196471774
442,3403,44.54325196471774
443,7119,44.54325196471774
444,3649,46.5966765977789
445,4231,46.5966765977789
446,4996,46.5966765977789
447,2475,46.5966765977789
448,6342,44.54325196471774
449,2054,46.5966765977789
450,5277,46.5966765977789
451,549,44.54325196471774
452,33,44.54325196471774
453,2940,46.5966765977789
455,1864,44.54325196471774
456,7205,44.54325196471774
457,8009,46.5966765977789
458,9577,46.5966765977789
459,9159,107.47436178610502
460,3712,46.5966765977789
461,8036,44.54325196471774
462,9806,46.5966765977789
463,7396,44.54325196471774
464,5391,46.5966765977789
465,6011,44.54325196471774
466,4644,44.54325196471774
467,8815,44.54325196471774
469,5822,1764.2296746374532
470,7523,1764.2296746374532
471,6023,46.5966765977789
472,8516,46.5966765977789
473,6601,44.54325196471774
474,9010,44.54325196471774
475,2753,44.54325196471774
477,7868,44.54325196471774
478,8759,46.5966765977789
479,4913,44.54325196471774
480,5707,44.54325196471774
482,7825,46.5966765977789
483,1650,44.54325196471774
484,4021,54.552587884229276
485,3886,44.54325196471774
486,2640,44.54325196471774
487,3774,46.5966765977789
488,4009,46.5966765977789
489,3359,44.54325196471774
490,3356,46.5966765977789
491,9362,44.54325196471774
492,1842,44.54325196471774
493,6710,46.5966765977789
494,346,44.54325196471774
495,998,60.57434277266627
496,4205,44.54325196471774
497,906,44.54325196471774
499,5644,46.5966765977789
500,116,46.5966765977789
501,1539,44.54325196471774
502,2286,46.5966765977789
504,8635,46.5966765977789
505,1625,44.54325196471774
506,2168,46.5966765977789
507,4161,46.5966765977789
508,4069,46.5966765977789
509,2142,46.5966765977789
510,5827,107.47436178610502
511,2289,44.54325196471774
512,2398,46.5966765977789
513,2339,46.5966765977789
514,2368,46.5966765977789
515,6081,44.54325196471774
516,2924,656.817602567896
517,5389,46.5966765977789
518,8498,656.817602567896
519,1164,44.54325196471774
520,4164,44.54325196471774
521,7279,44.54325196471774
522,3193,44.54325196471774
523,3596,44.54325196471774
524,2287,44.54325196471774
525,2328,46.5966765977789
526,3474,44.54325196471774
527,2304,44.54325196471774
528,5730,44.54325196471774
529,4049,44.54325196471774
530,1456,44.54325196471774
531,89,46.5966765977789
532,6225,44.54325196471774
533,9317,46.5966765977789
534,1519,44.54325196471774
535,7493,46.5966765977789
536,7390,46.5966765977789
537,1512,46.5966765977789
538,3512,46.5966765977789
539,4990,46.5966765977789
541,4012,44.54325196471774
543,9034,46.5966765977789
544,9876,54.552587884229276
545,2307,44.54325196471774
546,7392,46.5966765977789
547,2132,317.7356806308703
548,1581,44.54325196471774
549,3256,44.54325196471774
552,8738,93.21989423662572
553,4943,46.5966765977789
554,7441,46.5966765977789
555,2912,44.54325196471774
556,2823,107.47436178610502
557,8595,46.5966765977789
558,5239,44.54325196471774
560,7907,46.5966765977789
561,6603,46.5966765977789
562,8785,93.21989423662572
563,14,46.5966765977789
564,5711,44.54325196471774
565,8587,44.54325196471774
566,4343,46.5966765977789
567,5302,46.5966765977789
568,4328,44.54325196471774
571,4128,44.54325196471774
572,4436,44.54325196471774
573,4463,44.54325196471774
575,4211,46.5966765977789
576,1437,44.54325196471774
577,4395,44.54325196471774
580,6721,44.54325196471774
581,9907,46.5966765977789
582,843,46.5966765977789
583,5181,46.5966765977789
584,3094,60.57434277266627
585,1892,46.5966765977789
586,5105,46.5966765977789
587,1692,44.54325196471774
588,1840,44.54325196471774
589,1805,44.54325196471774
590,1848,44.54325196471774
591,1855,46.5966765977789
592,1695,44.54325196471774
593,1905,44.54325196471774
594,1672,46.5966765977789
595,2233,44.54325196471774
596,3802,44.54325196471774
597,8099,44.54325196471774
598,2524,44.54325196471774
599,2779,44.54325196471774
600,1540,44.54325196471774
601,2679,44.54325196471774
602,1557,44.54325196471774
603,1254,44.54325196471774
604,1482,44.54325196471774
605,1384,44.54325196471774
606,1660,44.54325196471774
607,8973,46.5966765977789
608,9521,44.54325196471774
609,9632,46.5966765977789
610,2983,44.54325196471774
611,5692,46.5966765977789
614,2386,656.817602567896
616,7957,46.5966765977789
617,2197,46.5966765977789
618,2809,44.54325196471774
619,3486,46.5966765977789
620,5661,44.54325196471774
621,3478,44.54325196471774
622,3485,44.54325196471774
623,9708,44.54325196471774
624,3323,44.54325196471774
625,2724,44.54325196471774
626,3003,44.54325196471774
627,1538,44.54325196471774
628,2917,46.5966765977789
629,8249,46.5966765977789
630,3002,46.5966765977789
631,7274,44.54325196471774
632,4217,44.54325196471774
633,7073,46.5966765977789
634,4317,44.54325196471774
635,3115,44.54325196471774
636,2207,46.5966765977789
637,3304,46.5966765977789
638,6532,46.5966765977789
639,4120,46.5966765977789
640,8209,46.5966765977789
641,8331,46.5966765977789
643,2603,44.54325196471774
644,2808,46.5966765977789
645,9719,46.5966765977789
648,3110,46.5966765977789
649,3663,46.5966765977789
650,3487,46.5966765977789
651,2315,44.54325196471774
652,8820,44.54325196471774
653,7270,44.54325196471774
654,9589,44.54325196471774
655,9933,46.5966765977789
656,7522,46.5966765977789
657,3325,44.54325196471774
658,2825,44.54325196471774
659,1330,44.54325196471774
660,3490,46.5966765977789
661,9423,46.5966765977789
662,9224,46.5966765977789
663,5487,44.54325196471774
664,7468,44.54325196471774
665,3293,46.5966765977789
666,7844,107.47436178610502
667,3686,46.5966765977789
668,2337,44.54325196471774
669,4203,44.54325196471774
670,3285,44.54325196471774
671,1790,44.54325196471774
672,8802,46.5966765977789
673,5434,44.54325196471774
674,9033,44.54325196471774
675,5616,46.5966765977789
676,9077,44.54325196471774
677,7491,44.54325196471774
678,7872,46.5966765977789
679,2606,44.54325196471774
681,5636,46.5966765977789
682,9815,44.54325196471774
683,1904,44.54325196471774
684,3295,44.54325196471774
685,6730,44.54325196471774
686,2604,44.54325196471774
687,7692,44.54325196471774
688,3638,44.54325196471774
689,7540,44.54325196471774
690,5680,44.54325196471774
691,2698,46.5966765977789
692,5182,44.54325196471774
693,6948,44.54325196471774
694,5365,44.54325196471774
695,9461,46.5966765977789
696,2768,44.54325196471774
697,6692,44.54325196471774
698,9704,44.54325196471774
699,7062,44.54325196471774
700,2720,44.54325196471774
701,7471,44.54325196471774
702,355,46.5966765977789
703,4329,44.54325196471774
705,2216,44.54325196471774
706,4539,44.54325196471774
707,4017,44.54325196471774
709,6453,44.54325196471774
710,2331,44.54325196471774
712,9703,93.21989423662572
713,7439,46.5966765977789
714,280,74.5007567288427
715,4259,44.54325196471774
716,8282,46.5966765977789
718,4066,44.54325196471774
719,2308,44.54325196471774
720,8488,44.54325196471774
721,6809,44.54325196471774
722,2845,44.54325196471774
723,7530,46.5966765977789
724,3428,44.54325196471774
725,516,44.54325196471774
726,4578,44.54325196471774
727,4637,46.5966765977789
728,1215,44.54325196471774
729,2302,44.54325196471774
730,3104,44.54325196471774
731,6581,46.5966765977789
732,9948,60.57434277266627
733,5001,46.5966765977789
734,2456,44.54325196471774
735,3744,44.54325196471774
736,1642,44.54325196471774
737,2285,44.54325196471774
740,5787,46.5966765977789
741,6550,46.5966765977789
742,5853,44.54325196471774
743,7835,44.54325196471774
744,6650,44.54325196471774
745,4158,44.54325196471774
746,6346,44.54325196471774
747,7949,44.54325196471774
748,4058,44.54325196471774
749,9724,44.54325196471774
750,7609,44.54325196471774
751,5157,44.54325196471774
752,3968,44.54325196471774
753,5150,44.54325196471774
755,4154,44.54325196471774
756,1144,44.54325196471774
757,1422,107.47436178610502
758,7338,46.5966765977789
759,2877,44.54325196471774
760,7210,44.54325196471774
761,7610,46.5966765977789
762,2467,46.5966765977789
763,9759,44.54325196471774
764,7427,44.54325196471774
765,8064,44.54325196471774
766,4143,44.54325196471774
767,5356,44.54325196471774
768,7421,46.5966765977789
769,6486,46.5966765977789
771,1679,46.5966765977789
772,5949,46.5966765977789
773,8000,44.54325196471774
774,2000,46.5966765977789
775,5950,46.5966765977789
776,7756,317.7356806308703
777,7458,317.7356806308703
778,7656,93.21989423662572
781,6134,44.54325196471774
782,3903,44.54325196471774
783,2202,46.5966765977789
784,7524,44.54325196471774
786,8402,44.54325196471774
787,9636,44.54325196471774
789,4144,46.5966765977789
790,3601,44.54325196471774
791,4330,44.54325196471774
792,9479,54.552587884229276
793,5425,44.54325196471774
794,6105,44.54325196471774
795,7212,46.5966765977789
796,1643,44.54325196471774
797,7473,46.5966765977789
799,9185,44.54325196471774
800,4817,46.5966765977789
803,5029,44.54325196471774
809,9425,44.54325196471774
812,6675,44.54325196471774
813,755,46.5966765977789
814,2445,46.5966765977789
815,9916,93.21989423662572
816,6338,46.5966765977789
817,4532,44.54325196471774
818,9665,44.54325196471774
820,1845,44.54325196471774
821,5716,44.54325196471774
822,4806,46.5966765977789
823,2761,46.5966765977789
824,6091,44.54325196471774
825,7461,44.54325196471774
826,8950,46.5966765977789
827,1425,44.54325196471774
828,4218,46.5966765977789
829,2267,60.57434277266627
830,4366,46.5966765977789
831,6067,46.5966765977789
832,5153,46.5966765977789
834,8674,46.5966765977789
837,7368,44.54325196471774
838,6795,44.54325196471774
839,6771,44.54325196471774
841,9266,44.54325196471774
842,7179,44.54325196471774
843,1469,44.54325196471774
844,1180,44.54325196471774
845,4358,46.5966765977789
846,8920,60.57434277266627
847,4156,656.817602567896
848,7725,44.54325196471774
849,3896,107.47436178610502
850,2952,44.54325196471774
851,3743,46.5966765977789
852,3930,44.54325196471774
853,3575,44.54325196471774
854,6332,44.54325196471774
855,8780,317.7356806308703
856,2708,317.7356806308703
857,2347,44.54325196471774
858,5092,107.47436178610502
859,7911,44.54325196471774
860,9920,46.5966765977789
861,9381,46.5966765977789
864,4550,44.54325196471774
865,7181,44.54325196471774
866,7575,44.54325196471774
867,5706,44.54325196471774
868,6939,46.5966765977789
869,2759,46.5966765977789
870,1438,46.5966765977789
871,2478,46.5966765977789
872,4036,46.5966765977789
873,4163,44.54325196471774
874,8251,46.5966765977789
875,5106,46.5966765977789
876,6695,46.5966765977789
877,5668,46.5966765977789
878,8395,44.54325196471774
879,5728,46.5966765977789
881,2099,44.54325196471774
883,1127,44.54325196471774
884,8851,93.21989423662572
885,1903,93.21989423662572
886,7724,44.54325196471774
887,5156,44.54325196471774
888,5045,46.5966765977789
889,6673,44.54325196471774
890,5845,44.54325196471774
891,9415,44.54325196471774
892,2414,44.54325196471774
893,7395,46.5966765977789
894,8562,93.21989423662572
895,3619,107.47436178610502
896,2466,44.54325196471774
897,7569,44.54325196471774
898,1266,44.54325196471774
899,8020,46.5966765977789
900,5737,44.54325196471774
901,6120,44.54325196471774
902,6552,44.54325196471774
903,5953,44.54325196471774
904,5889,44.54325196471774
905,8348,60.57434277266627
906,3669,93.21989423662572
907,3306,44.54325196471774
908,4008,93.21989423662572
909,6775,44.54325196471774
910,5233,44.54325196471774
911,5002,93.21989423662572
912,1060,44.54325196471774
913,9563,46.5966765977789
914,2602,46.5966765977789
915,2731,46.5966765977789
916,7659,46.5966765977789
918,5445,44.54325196471774
919,5230,93.21989423662572
920,2760,46.5966765977789
921,3305,44.54325196471774
922,7407,93.21989423662572
923,2508,44.54325196471774
924,9847,44.54325196471774
925,6306,44.54325196471774
927,5130,44.54325196471774
928,7918,44.54325196471774
929,5307,46.5966765977789
930,6531,44.54325196471774
931,9350,44.54325196471774
932,4414,44.54325196471774
933,5939,44.54325196471774
934,9618,44.54325196471774
935,9861,46.5966765977789
936,7398,46.5966765977789
937,7976,46.5966765977789
938,7922,46.5966765977789
939,6133,46.5966765977789
940,7884,44.54325196471774
941,9928,46.5966765977789
942,9251,44.54325196471774
943,3685,44.54325196471774
945,8146,93.21989423662572
946,4832,44.54325196471774
947,5344,60.57434277266627
948,8195,44.54325196471774
949,5346,44.54325196471774
950,4910,44.54325196471774
953,2729,44.54325196471774
954,2408,44.54325196471774
955,2402,44.54325196471774
956,7993,44.54325196471774
957,3228,44.54325196471774
958,2907,44.54325196471774
959,7719,46.5966765977789
960,7118,44.54325196471774
961,7940,46.5966765977789
962,4621,46.5966765977789
964,5623,46.5966765977789
965,2690,54.552587884229276
966,9965,107.47436178610502
967,7464,46.5966765977789
968,7750,46.5966765977789
969,2795,46.5966765977789
970,5670,46.5966765977789
971,6278,46.5966765977789
972,4599,44.54325196471774
973,8598,44.54325196471774
974,6204,44.54325196471774
975,8298,46.5966765977789
976,2161,44.54325196471774
977,3914,44.54325196471774
978,8803,44.54325196471774
979,7249,44.54325196471774
980,8934,44.54325196471774
981,9491,46.5966765977789
982,5288,44.54325196471774
983,7035,44.54325196471774
984,9005,44.54325196471774
985,2404,44.54325196471774
986,9864,46.5966765977789
987,3721,46.5966765977789
988,2884,46.5966765977789
989,1710,46.5966765977789
992,2589,46.5966765977789
993,8465,46.5966765977789
994,1226,44.54325196471774
995,7842,44.54325196471774
996,7116,46.5966765977789
997,2959,44.54325196471774
998,2945,46.5966765977789
999,5971,44.54325196471774
1000,6490,46.5966765977789
1001,7928,46.5966765977789
1002,1092,46.5966765977789
1003,8241,46.5966765977789
1004,3788,46.5966765977789
1005,9989,46.5966765977789
1006,4882,46.5966765977789
1007,9452,46.5966765977789
1008,7028,44.54325196471774
1009,1351,44.54325196471774
1010,2405,44.54325196471774
1011,1362,44.54325196471774
1012,2991,44.54325196471774
1013,2354,44.54325196471774
1014,3899,46.5966765977789
1015,9464,44.54325196471774
1016,2791,44.54325196471774
1017,2297,46.5966765977789
1018,3048,44.54325196471774
1019,6195,44.54325196471774
1020,9180,44.54325196471774
1021,5749,44.54325196471774
1022,9286,46.5966765977789
1023,8022,44.54325196471774
1024,3621,46.5966765977789
1025,3913,46.5966765977789
1026,6108,44.54325196471774
1027,7666,44.54325196471774
1028,9566,46.5966765977789
1029,9383,46.5966765977789
1030,8902,44.54325196471774
1031,6188,44.54325196471774
1032,5701,44.54325196471774
1033,7040,44.54325196471774
1034,5311,44.54325196471774
1035,8123,44.54325196471774
1036,7366,46.5966765977789
1037,6718,46.5966765977789
1038,8019,44.54325196471774
1039,9695,44.54325196471774
1040,6811,46.5966765977789
1041,6461,46.5966765977789
1042,2387,46.5966765977789
1043,7363,44.54325196471774
1044,6985,44.54325196471774
1045,4815,46.5966765977789
1046,7527,44.54325196471774
1047,8702,46.5966765977789
1048,2425,46.5966765977789
1049,3682,44.54325196471774
1050,3893,44.54325196471774
1051,5516,46.5966765977789
1052,3915,44.54325196471774
1053,3901,44.54325196471774
1054,5249,44.54325196471774
1055,3920,46.5966765977789
1056,6884,46.5966765977789
1057,6956,44.54325196471774
1058,2522,44.54325196471774
1059,6940,107.47436178610502
1061,2094,44.54325196471774
1062,1306,44.54325196471774
1063,4322,44.54325196471774
1064,2427,44.54325196471774
1065,2818,44.54325196471774
1066,5353,44.54325196471774
1067,1720,44.54325196471774
1068,3373,44.54325196471774
1069,8952,46.5966765977789
1071,8239,46.5966765977789
1072,992,46.5966765977789
1073,2913,44.54325196471774
1074,9024,44.54325196471774
1075,9404,44.54325196471774
1076,3932,54.552587884229276
1077,6995,44.54325196471774
1078,8224,46.5966765977789
1079,7714,46.5966765977789
1080,7544,44.54325196471774
1081,5662,44.54325196471774
1082,2144,44.54325196471774
1083,1265,46.5966765977789
1084,2225,44.54325196471774
1085,2080,44.54325196471774
1086,2342,44.54325196471774
1087,7134,44.54325196471774
1088,1522,44.54325196471774
1089,1624,44.54325196471774
1090,1834,44.54325196471774
1091,2834,44.54325196471774
1092,2061,44.54325196471774
1093,1398,44.54325196471774
1094,3678,46.5966765977789
1095,8406,46.5966765977789
1096,3822,44.54325196471774
1097,1270,44.54325196471774
1099,1851,44.54325196471774
1100,2071,44.54325196471774
1101,3062,44.54325196471774
1102,3317,44.54325196471774
1104,1507,44.54325196471774
1105,3146,44.54325196471774
1106,6915,656.817602567896
1107,2352,44.54325196471774
1108,7652,46.5966765977789
1111,3960,44.54325196471774
1112,2138,46.5966765977789
1113,2412,44.54325196471774
1114,2455,46.5966765977789
1115,2109,44.54325196471774
1116,6999,44.54325196471774
1117,2056,44.54325196471774
1118,1647,44.54325196471774
1119,2155,44.54325196471774
1120,2967,317.7356806308703
1121,3037,46.5966765977789
1122,5710,44.54325196471774
1123,3745,44.54325196471774
1124,2072,46.5966765977789
1127,2119,46.5966765977789
1128,3153,46.5966765977789
1129,2837,46.5966765977789
1130,5602,44.54325196471774
1131,6020,44.54325196471774
1132,7331,44.54325196471774
1133,3483,46.5966765977789
1135,9539,54.552587884229276
1137,3472,44.54325196471774
1138,3870,46.5966765977789
1139,2966,46.5966765977789
1140,3444,44.54325196471774
1141,2351,46.5966765977789
1142,2746,44.54325196471774
1143,7851,44.54325196471774
1144,4481,44.54325196471774
1145,1474,44.54325196471774
1146,2443,44.54325196471774
1148,8877,107.47436178610502
1149,4526,44.54325196471774
1150,4146,46.5966765977789
1151,2735,46.5966765977789
1153,6998,46.5966765977789
1154,1520,46.5966765977789
1155,9208,44.54325196471774
1157,9798,44.54325196471774
1158,1890,44.54325196471774
1159,7562,46.5966765977789
1160,1723,44.54325196471774
1161,5301,46.5966765977789
1163,2659,46.5966765977789
1164,6819,60.57434277266627
1165,3385,46.5966765977789
1166,3644,44.54325196471774
1167,2853,44.54325196471774
1168,3799,46.5966765977789
1169,3511,54.552587884229276
1170,5424,44.54325196471774
1171,8943,44.54325196471774
1172,1763,44.54325196471774
1173,6236,44.54325196471774
1174,2355,44.54325196471774
1175,6273,46.5966765977789
1176,4502,46.5966765977789
1177,2101,46.5966765977789
1178,6966,44.54325196471774
1179,4005,44.54325196471774
1180,3808,44.54325196471774
